Timestamp,Text,User,Likes,Retweets
2017-11-20 12:53:02,"$EURUSD paritesi, toparlanmasını 1.18 psikolojik seviyesi üzerinde sürdürmekte başarısız oldu",FXStreetnewstr,0,0
2017-11-20 12:53:41,GBP/USD: pound is growing $GBPUSD …,TV_TradingIdeas,0,0
2017-11-20 12:57:17,potential Buy opportunity USDJPY $USDJPY $FXY,qwerl_nouvel,0,0
2017-11-20 12:57:47,GBP/USD: фунт растёт $GBPUSD …,TV_TradingIdeas,0,0
2017-11-20 12:58:21,Dollar enjoys lull as iffy tax reform data may spoil sentiments $EURUSD $FXE,qwerl_nouvel,0,1
2017-11-20 12:58:39,IMHO if you can profit in $USDJPY you can profit in any pair and any market!,leohermoso,0,0
2017-11-20 13:00:01,$USDCAD - Sell UCAD - …,vn_tradingview,0,0
2017-11-20 13:00:01,$USDCAD - USDCAD D - …,es_tradingview,0,0
2017-11-20 13:00:04,$USDCAD Forex Signal pic.twitter.com/dNwbdLlB0m,theforexacademy,0,0
2017-11-20 13:00:04,Main FOREX rates: $EURUSD: 1.1781 $USDJPY: 112.15 $GBPUSD: 1.3238 $AUDUSD: 0.7556 More at,forexstatus,0,1
