2017-10-24 15:07:14.077000,b'USD/CAD Marches to Monthly Highs Ahead of BoC $USDCAD $USD $EURUSD https://t.co/L92PyYUWya https://t.co/61iXnSjHVy\xe2\x80\xa6 https://t.co/S77CBI9UKI',Crypto Trader Pro
2017-10-24 15:07:45.340000,b'RT @ForexStopHunter: $GBPUSD Going LIVE with Lydia @faithmight Tomorrow 9:00 AM EST https://t.co/HZjz6ILzWa Lydia will teach how not be\xe2\x80\xa6 ',Dale Pinkert
2017-10-24 15:07:45.400000,b'$USDCAD expected range today is 1.2600 - 1.2700 #ratewatch https://t.co/VwANKGL6yL',Continental Currency
2017-10-24 15:09:10.746000,b'$GBPUSD had stronger bids than I would have thought on that last 1H to the downside.. next candle is crucial',Clide Moscow
2017-10-24 15:10:00.814000,"b""Today's $USDJPY #Forex signal- look for a long around 113.09: https://t.co/inGEnzpLf4 https://t.co/WQQ4FML5hs""",DailyForex
2017-10-24 15:10:17.828000,b'RT @TarantulaFX: $EURUSD $GBPJPY $USDCAD in profits - Session Recap recording https://t.co/gNy9oNkM4B #trading #forex #stocks\xe2\x80\xa6 ',Iman W. Kurniyawan
2017-10-24 15:10:20.951000,b'Strong sell $USDJPY https://t.co/VmiiVF5F46 TV_TradingIdeas',APPRENDRE A TRADER
2017-10-24 15:11:44.400000,b'EUR/ISD Supply cluster - $EURUSD chart https://t.co/TADH6gaFW6',P.Jacimovic
2017-10-24 15:11:44.427000,b'EUR/ISD Supply cluster $EURUSD https://t.co/VUqwh6IE6w',TV_Trading Ideas
2017-10-24 15:13:04.807000,b'Why access a ticker when you can access a group of tickers - Major Currencies https://t.co/sXn3MQL9ti $EURUSD $USDYEN $GBPUSD $EURGBP',FinBuzz
2017-10-24 15:13:11.832000,b'RT @andreascseh: Deutsche Bank WM: #Japan\xe2\x80\x99s election result won\xe2\x80\x99t solve underlying problems $USDJPY $EWJ $DXJ #BOJ https://t.co/X4Q8QXWhI3\xe2\x80\xa6',Andreas Andersen
2017-10-24 15:15:23.736000,b'EUR/ISD Supply cluster $EURUSD https://t.co/14hI60C0HY TV_TradingIdeas',APPRENDRE A TRADER
2017-10-24 15:16:44.289000,"b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8#US GDP growth was slightly above 2.0% q/q AR in Q3, according to Markit #PMI composite $EURUSD $GBPUSD https://t.co/Low43xAl1g'",Danske Bank Research
2017-10-24 15:17:01.836000,b'EUR/USD Supply cluster https://t.co/7orRvS6hVF $EURUSD $FXE',qwerl nouvèl
2017-10-24 15:18:27.845000,b'Bought 0.32 Lots $EURUSD 1.17717',MT4 EA trader
2017-10-24 15:19:19.808000,b'Still keep holding.\n$USDJPY chart https://t.co/M82q4bAWAI via https://t.co/j4iQOi9JqD',JamesTom
2017-10-24 15:20:19.067000,b'short $USDJPY https://t.co/NzgTu8fdLP TV_TradingIdeas',APPRENDRE A TRADER
2017-10-24 15:20:40.268000,b'GBP/USD long term forecast $GBPUSD https://t.co/FTVQ5NkylL',Better Trader
2017-10-24 15:21:23.456000,b'RT @Better_Trader: GBP/USD long term forecast $GBPUSD https://t.co/FTVQ5NkylL',Thierry Laduguie
2017-10-24 15:22:23.366000,b'RT @andreascseh: $USDJPY \xc2\xa5114 yet too early to be in Japanese #stocks above \xc2\xa5140 will get only interesting $EWJ $DXJ #BOJ #Nikkei @DavidIng\xe2\x80\xa6',Stakepool
2017-10-24 15:22:23.753000,b'RT @amcno03: Short $USDCAD @ 1.26487',Stakepool
2017-10-24 15:22:32.124000,b'#US #Dollar Builds Corrective Patterns and Offers Breakout Setups\n$EURUSD #EURUSD $GBPUSD #GBPUSD $USDJPY #USDJPY\xe2\x80\xa6 https://t.co/nrbE4gPWD1',\|/ 💘 ( * )( * )
2017-10-24 15:22:50.434000,b'RT @Better_Trader: GBP/USD long term forecast $GBPUSD https://t.co/FTVQ5NkylL',e-Yield FTSE Traders
2017-10-24 15:24:02.713000,b'$USDCAD upside capped near 1.2670 https://t.co/Wbt6J6yIPc #forex #trading https://t.co/R3Bm0BN7Wc',FXStreet News
2017-10-24 15:24:18.269000,b'$USDCAD upside capped near 1.2670 https://t.co/0eZyxKUvJq #forex #trading https://t.co/mHHKWrvhGL',Fx14Au.com
2017-10-24 15:24:59.836000,b'$USDCAD upside capped near 1.2670    #Forex',meHFT
2017-10-24 15:25:20.406000,b'$USDCAD upside capped near 1.2670 https://t.co/spUzPzFBHX #forex #trading https://t.co/qE2B21WLQC via FXstreetNews',TradingintheZen
2017-10-24 15:26:07.278000,b'Forex signal [ buy  $GBPUSD | Entry Point:1.3149 ] click here for more details https://t.co/qogBJ1Nc4b #forex #forexsignals',forex-signals.club
2017-10-24 15:26:34.310000,"b'RT StakepoolCom ""RT amcno03: Short $USDCAD @ 1.26487""'",TopFiveTraders
2017-10-24 15:26:34.837000,"b'RT StakepoolCom ""RT TV_TradingIdeas: UCAD- Khung H4 c\xc3\xb3 th\xe1\xbb\x83 sell $USDCAD https://t.co/K24quKm675""'",TopFiveTraders
2017-10-24 15:28:08.607000,b'#USDCAD $USDCAD Trade Ideas available for Paid Subscribers on our website. Visit https://t.co/QqZT8oIBuk and sign up today',PiP NiNJA
2017-10-24 15:28:26.523000,"b""Thanks Dale\xf0\x9f\x98\x8a Join our GBP chat y'all!\xf0\x9f\x92\xb7 Tomorrow! https://t.co/fBYDGt5B5Z""",Lydia Idem Finkley🔥
2017-10-24 15:29:15.756000,b'RT @FXstreetNews: $USDCAD upside capped near 1.2670 https://t.co/Wbt6J6yIPc #forex #trading https://t.co/R3Bm0BN7Wc',Cesta
